AccountId,Account_Display_Name,Current_Tier_v1,Current_Tier_v2,tier_v3,Composite_Score,Revenue_Current,Revenue_Lifetime,Tickets_Current,Years_Loyalty
10656,Worcs Property Chat,Tier 2,Free,Free,,0.0,0.0,49,2
10658,Saltash RFC,NIL,Nil,Nil,,0.0,0.0,0,1
10659,Factory,NIL,Nil,Nil,,0.0,22.71,0,1
10661,Exeter Property Chats,Tier 2,Free,Free,,0.0,0.0,109,3
10662,Chiswick Property Chat,Tier 2,Free,Free,,0.0,0.0,68,2
10663,UoD Anime Society,NIL,Nil,Nil,,0.0,45.42,0,1
10664,BCUK NW Regional Group,NIL,Nil,Nil,,0.0,0.0,6,2
10665,Florence Drouvin  University of Nottingham,NIL,Nil,Nil,,0.0,0.0,0,1
10666,Anneliese TryBooking Product,NIL,Nil,Nil,,0.0,0.0,2,2
10667,Padraic Monaghan,NIL,Nil,Nil,,0.0,0.0,0,1
10668,Bristol Property Chat,NIL,Nil,Nil,,0.0,0.0,2,2
10669,HW4P Bristol,NIL,Nil,Nil,,0.0,0.0,0,1
10671,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
10672,Moore Enterprising Ltd,NIL,Nil,Nil,,0.0,64.0,0,1
10674,Hitchin Property Chat,Tier 2,Free,Free,,0.0,0.0,77,3
10675,St Michaels Church Stanwix,Tier 2,Free,Free,,0.0,0.0,52,2
10676,Sutton Property Chat,Tier 2,Free,Free,,0.0,0.0,78,3
10677,Iskcon Milton Keynes,NIL,Nil,Nil,,0.0,0.0,0,1
10679,Stratford-upon-Avon Property Chats,Tier 3,Free,Free,,0.0,0.0,146,3
10680,Property chats. Horsham,Tier 1,Free,Free,,0.0,0.0,10,2
10681,Rachelle Poyntz,NIL,Nil,Nil,,0.0,0.0,0,1
10682,Amnesty International Reading Group,Tier 2,Tier 5,Tier 5,70.85,31.79,90.37,61,2
10683,Ipswich Property Chat,Tier 3,Free,Free,,0.0,0.0,139,3
10685,Ruth Berkoff,NIL,Nil,Nil,,0.0,112.92,0,1
10686,Meophams,NIL,Nil,Nil,,0.0,0.0,0,1
10687,Friends of St Edmund's ,Tier 4,Tier 4,Tier 3,27.67,357.42,497.74,1197,2
10689,Croydon Youth Music Association,NIL,Nil,Nil,,0.0,42.33,0,1
1069,Belt 'N' Braces,NIL,Nil,Nil,,0.0,173.87,0,2
10691,Productions,Tier 4,Tier 3,Tier 3,22.61,405.38,710.92,975,3
10692,Steel City Trophy,Tier 4,Tier 3,Tier 3,16.09,563.75,1475.75,992,3
10693,Westmorland and Furness Council,Tier 3,Free,Free,,0.0,0.0,200,3
10697,Nomadic Pastry,NIL,Nil,Nil,,1.13,173.71,0,2
10698,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
10699,Leo Shum,Tier 1,Free,Free,,0.0,0.42,19,2
107,Goxhill Primary School,Tier 3,Free,Free,,0.0,0.0,327,11
1070,Lockhouse Productions,NIL,Nil,Nil,,0.0,21.46,0,2
10702,Lancaster City Council Food Team,Tier 2,Free,Free,,0.0,0.0,109,3
10704,UHNM Respiratory,Tier 3,Free,Free,,0.0,0.0,167,3
10705,Lincoln Property Chat,Tier 2,Free,Free,,0.0,0.0,86,3
10707,St Stithians College UK Alumni,Tier 3,Tier 4,Tier 4,38.95,149.54,332.67,129,3
10709,Kendal Ghost Walks,Tier 2,Tier 5,Tier 5,63.45,47.97,94.79,72,3
1071,Temple Ewell Players,Tier 4,Tier 3,Tier 3,14.46,390.38,1905.54,822,8
10710,The Friends of LRGS,NIL,Nil,Nil,,0.0,221.42,0,2
10715,K Rosati,NIL,Nil,Nil,,0.0,0.0,0,1
10719,Club Night,Tier 2,Tier 5,Tier 5,77.72,24.75,46.29,33,2
10720,Cathy Oates,NIL,Nil,Nil,,0.0,6.38,0,1
10721,Nigeria Community Association in Bradford,NIL,Nil,Nil,,0.0,0.0,0,1
10722,TDRC,NIL,Nil,Nil,,0.0,7.65,0,1
10724,Gaitana Yantal,NIL,Nil,Nil,,0.0,0.0,0,1
10725,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
10728,Ultimate Health By Ellie,NIL,Nil,Nil,,0.0,9.88,0,1
10729,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
10730,Reading Property Chat,Tier 1,Free,Free,,0.0,0.0,11,3
10731,Huddersfield Town Foundation,NIL,Nil,Nil,,0.0,0.0,0,2
10732,TACA,NIL,Nil,Nil,,0.0,0.0,0,1
10736,Lambourne End Ltd,Tier 4,Tier 2,Tier 2,10.8,1041.46,2362.79,428,3
10738,SCC Lancaster,NIL,Nil,Nil,,0.0,0.0,0,1
1074,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,2
10740,Otley Choral Society,Tier 3,Tier 5,Tier 5,52.51,94.83,114.96,105,3
10741,Strata Brass,NIL,Nil,Nil,,1.63,7.58,3,2
10744,Tree Buds,Tier 4,Tier 3,Tier 3,16.56,634.19,1155.3,1208,3
10745,Restore (York),Tier 2,Tier 5,Tier 5,80.18,0.25,145.42,48,2
10746,Joe Prince Therapy,NIL,Nil,Nil,,0.0,25.87,0,1
10749,Manchester Property Chat,NIL,Nil,Nil,,0.0,0.0,0,2
10750,GDST,Tier 4,Tier 3,Tier 3,22.29,611.46,611.46,106,2
10754,Tiffin Choirs,Tier 1,Free,Free,,0.0,0.0,21,2
10756,Sherborne Girls Exams,Tier 3,Tier 4,Tier 4,32.85,226.21,381.54,94,3
10758,Saltire Financial Ltd,NIL,Nil,Nil,,0.0,0.0,0,1
10759,The Valley Parish,Tier 1,Tier 5,Tier 5,88.75,12.75,15.0,17,2
10760,Woodchats Coffee Shop,NIL,Nil,Nil,,0.0,2.83,0,1
10762,Memories are Golden,Tier 2,Tier 5,Tier 5,53.81,77.67,146.17,124,3
10765,Sheffield High School for Girls,Tier 4,Tier 4,Tier 4,40.02,186.18,236.97,695,2
10766,School of Humanities,NIL,Nil,Nil,,0.0,0.0,0,1
10769,Jeanette Booth,NIL,Nil,Nil,,0.0,0.0,0,1
10770,Move &amp; Flow Wellness,NIL,Nil,Nil,,0.0,1.5,0,1
10778,Borders Chamber Choir,Tier 3,Tier 4,Tier 4,33.44,194.5,439.21,271,3
10779,Karara foods,NIL,Nil,Nil,,0.0,67.21,0,1
10782,Humber NHS,NIL,Nil,Nil,,0.0,0.0,0,1
10787,Uncovering Roman Carlisle,NIL,Nil,Nil,,0.0,0.0,0,1
10788,Furness Original Productions,NIL,Nil,Nil,,0.0,2.98,0,1
10789,East Lancashire Chamber Of Commerce,NIL,Nil,Nil,,0.0,13.0,0,1
1079,More Music,Tier 4,Tier 2,Tier 2,6.54,758.7,5507.48,1600,9
10790,Morecambe Bay Curriculum,Tier 3,Free,Free,,0.0,0.0,210,3
10791,RHSCP,NIL,Nil,Nil,,0.0,0.0,0,1
10792,Willington Carnival,NIL,Nil,Nil,,0.0,23.33,0,1
10793,Haberdashers' Boys' School,High Value,Free,Free,,0.0,0.0,3872,3
10801,Pure Worship,NIL,Nil,Nil,,0.0,0.0,0,1
10802,UK Jigsaw Puzzle Association,High Value,Tier 2,Tier 2,8.7,1746.25,2527.33,1175,3
10804,Flakefleet School,Tier 4,Tier 5,Tier 5,61.74,67.39,85.68,1046,2
10808,Rotary Club of Wokingham,NIL,Nil,Nil,,0.0,24.0,0,2
10809,LancsUniTOPE,NIL,Nil,Nil,,0.0,0.0,0,1
10811,Turner Schools,High Value,Free,Free,,0.0,0.0,4738,3
10813,The Perse School Cambridge,Tier 3,Free,Free,,0.0,0.0,245,2
10818,The Friends of Sherborne Prep,Tier 3,Tier 4,Tier 4,42.07,125.33,283.5,93,3
1082,Dec04 Reunion Co-ordinators,NIL,Nil,Nil,,0.0,31.06,0,2
10820,Cherry Tree Primary School,NIL,Nil,Nil,,0.0,0.0,0,1
10823,TEDxReigate,NIL,Nil,Nil,,0.0,69.79,0,1
10824,Elle Edwards Foundation,NIL,Nil,Nil,,0.0,0.65,0,1
10825,Spotlight Dance Academy,Tier 4,Tier 4,Tier 4,28.42,251.54,618.15,247,3
10828,Thebestofbolton,NIL,Nil,Nil,,0.0,2.79,0,1
10830,Stretton Gala,NIL,Nil,Nil,,0.0,37.25,0,1
10832,Verulam Community Radio Limited,NIL,Nil,Nil,,0.0,0.0,0,1
10836,Evolve Somatics,Tier 2,Free,Free,,0.0,0.0,124,3
1084,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
10840,Rock N Soul Singers,Tier 1,Tier 5,Tier 5,87.85,8.42,18.96,17,3
10841,The Beacon,Tier 2,Tier 5,Tier 5,70.08,38.96,54.63,32,3
1085,Bridekirk Dovenby School,NIL,Nil,Nil,,0.0,230.38,0,2
10850,West5,NIL,Nil,Nil,,0.0,0.0,0,1
10853,Australian Women in London &amp; the UK Over Forty,NIL,Nil,Nil,,0.0,2.63,0,1
10854,Rotherham &amp; Barnsley Business Link,Tier 3,Tier 5,Tier 5,55.51,58.92,191.67,128,3
10858,Archdeacon Events,Tier 4,Free,Free,,0.0,0.0,550,2
10861,The Woad Farm Project,NIL,Nil,Nil,,0.0,0.0,1,2
10863,Buckt,Tier 3,Free,Free,,0.0,0.0,147,2
10865,Valuation Office Agency,NIL,Nil,Nil,,0.0,0.0,0,1
10869,Friends of Bladon School,Tier 4,Tier 4,Tier 4,30.53,245.26,458.54,770,3
10874,Dan Wyatt,NIL,Nil,Nil,,0.0,48.75,0,1
10876,Humber &amp; North Yorkshire ICS,NIL,Nil,Nil,,0.0,0.0,0,1
10880,Sheffield City Council,NIL,Nil,Nil,,0.0,0.0,0,1
10882,FIPS account,Tier 4,Tier 3,Tier 3,16.33,536.91,1472.83,336,3
10884,UoN RKE,NIL,Nil,Nil,,0.0,0.0,0,1
10885,Ibstock School - Marketing account,Key Account,Tier 4,Tier 4,32.96,167.41,691.53,6616,3
10896,Liss Athletic FC,NIL,Nil,Nil,,1.42,22.88,3,2
10898,Lee Schofield Ltd,NIL,Nil,Nil,,0.0,4.12,0,1
109,Michael Mears,NIL,Nil,Nil,,0.0,118.29,0,3
1090,Infinity Images,NIL,Nil,Nil,,0.0,17.75,0,3
10904,St Josephs PTA,NIL,Nil,Nil,,0.0,0.37,0,1
10908,Barrs Court PTFA,Tier 4,Tier 3,Tier 3,19.46,461.97,1024.66,1515,3
10911,Lancaster University Economics Department,Tier 3,Free,Free,,0.0,0.0,200,3
10912,Culture and Inclusion team,Tier 2,Free,Free,,0.0,0.0,39,2
10918,Rachel Selby,NIL,Nil,Nil,,0.0,9.58,0,1
10922,Alliance of Leading Learning,NIL,Nil,Nil,,0.0,301.83,0,1
10927,Dunottarprom2024,NIL,Nil,Nil,,0.0,222.04,0,1
10929,X-Press Legal Services,NIL,Nil,Nil,,0.0,136.83,0,1
1093,Didcot Choral Society,Tier 2,Tier 5,Tier 5,57.4,41.58,173.5,71,7
10930,Good Things Collective,NIL,Nil,Nil,,0.0,0.0,0,1
10933,University of Nottingham,Tier 3,Free,Free,,0.0,0.0,356,2
10935,Aarons Book Club,NIL,Nil,Nil,,0.0,29.28,0,1
1094,Bransty Primary School,NIL,Nil,Nil,,0.0,217.24,0,2
10944,Llanelli Photographic Society,NIL,Nil,Nil,,0.0,20.54,0,1
10947,Merlin Summer Fair,Tier 2,Tier 5,Tier 5,66.49,43.5,99.33,87,2
10948,King Edward VI Handsworth School for Girls,Tier 3,Free,Free,,0.0,206.27,400,2
1095,UCS Pre-Prep,NIL,Nil,Nil,,0.0,200.92,0,2
10951,Friends of Bolton School,High Value,Tier 2,Tier 2,10.42,1295.92,1947.48,2252,3
10952,NAA coaching,Tier 3,Free,Free,,0.0,0.0,141,3
10953,Gordonstoun Association,Tier 2,Tier 5,Tier 5,63.81,20.58,462.5,50,2
10955,Markland Hill Wealth,NIL,Nil,Nil,,0.0,0.0,0,1
10957,Be Me Project,Tier 1,Free,Free,,0.0,4.12,15,3
10960,Burton Unity,Tier 4,Tier 3,Tier 3,24.87,341.46,628.33,1619,3
10961,joanne cartledge,NIL,Nil,Nil,,0.0,0.0,0,1
10963,Kay Bentley,NIL,Nil,Nil,,0.0,1.08,0,1
10964,Young Music Makers London Limited,NIL,Nil,Nil,,0.0,147.7,0,2
10969,6 Choirs,NIL,Nil,Nil,,0.0,147.29,0,1
10970,Friends of eagley junior school,Tier 3,Tier 5,Tier 5,58.29,56.96,142.0,195,3
10973,Holistic Events,Tier 1,Tier 5,Tier 5,84.47,12.21,27.5,11,3
10975,Breathing Space,Tier 3,Tier 5,Tier 5,80.82,20.08,26.21,185,3
10976,Test booking,NIL,Nil,Nil,,0.0,0.0,0,1
10977,Grace Richardson,NIL,Nil,Nil,,0.0,21.33,0,1
10979,Elliot Taylor,Tier 2,Free,Free,,0.0,0.0,68,3
10980,St Andrew&#39;s Bishopstone,Tier 2,Tier 5,Tier 5,72.77,27.79,84.29,29,2
10982,Zanobini Academy of Performing Arts,Tier 3,Tier 5,Tier 5,50.98,83.83,234.5,158,2
10987,Heathpatch Ltd,NIL,Nil,Nil,,0.0,105.0,0,1
10988,BIOREME,NIL,Nil,Nil,,0.0,0.0,0,1
10993,Coaching Untrained Leaders,NIL,Nil,Nil,,0.0,0.0,0,1
10996,APV Bhangra,Tier 4,Tier 4,Tier 4,30.01,247.38,488.0,659,3
10997,Jessa Liversidge,Tier 2,Tier 5,Tier 5,73.65,23.63,94.21,47,2
10998,Helen Woodruff,NIL,Nil,Nil,,0.0,15.04,0,2
10999,Edinburgh Capital Voices Choir,NIL,Nil,Nil,,0.0,42.54,0,1
110,Kathryn Hulse,Tier 1,Free,Free,,0.0,2.63,14,6
1100,Yogific,NIL,Nil,Nil,,0.0,1.83,0,1
11000,Becci,NIL,Nil,Nil,,0.0,0.0,0,1
11005,Claire,NIL,Nil,Nil,,0.0,0.0,0,1
11007,Pallant Voices,NIL,Nil,Nil,,0.0,91.88,0,1
1101,The Beacon Project,NIL,Nil,Nil,,0.0,0.0,0,3
11010,Molly Jackson,NIL,Nil,Nil,,0.0,4.5,0,1
11012,Marathi Mitra Mandal Basingstoke,Tier 3,Tier 4,Tier 4,37.06,151.37,426.59,393,3
11013,Chesterfield Malayali Association,Tier 4,Tier 4,Tier 4,31.15,212.54,537.49,577,3
11016,Newcastle Prep School,Tier 4,Tier 4,Tier 4,33.74,286.75,286.75,106,2
11017,Burton-on-the-Wolds Recreation Ground,Tier 3,Tier 4,Tier 4,41.91,129.7,269.47,72,3
11018,London Welsh Rugby Club Choiir,NIL,Nil,Nil,,0.0,58.0,0,1
11019,Newcastle Preparatory School,Tier 3,Free,Free,,0.0,0.0,127,3
11020,Frampton on Severn Church,Tier 2,Tier 5,Tier 5,59.92,46.2,213.28,121,2
11021,NEC YOUTH DEPARTMENT,NIL,Nil,Nil,,0.0,0.0,0,1
11024,Ashby C of E Primary,NIL,Nil,Nil,,0.0,0.0,0,1
11026,Inspire PTFA,Tier 4,Tier 4,Tier 4,49.34,91.82,185.4,531,3
11027,CREAT-ED Consulting,NIL,Nil,Nil,,0.0,0.0,0,1
11028,CHCS,NIL,Nil,Nil,,0.0,0.0,0,1
11029,New to You St Eds,Tier 4,Tier 4,Tier 4,27.77,290.91,500.52,474,3
11030,Northside Training,Tier 4,Tier 3,Tier 3,24.17,356.79,655.71,402,3
11033,The Cowshed,High Value,Tier 2,Tier 2,8.25,1940.25,2816.46,2660,3
11035,Prescot and Odyssey CC,NIL,Nil,Nil,,0.0,537.17,0,1
11038,Racing Club Warwick FC,Tier 4,Tier 3,Tier 3,15.14,560.96,1935.62,205,3
11039,Spring Grove Junior  Infant and Nursery School,NIL,Nil,Nil,,0.0,194.04,0,1
11040,Talking to the Top,NIL,Nil,Nil,,0.0,25.25,0,1
11042,Northern Information Goveranance Forum,Tier 4,Tier 5,Tier 5,91.34,4.04,10.31,482,3
11044,Shakespeare in the Square,NIL,Nil,Nil,,0.0,448.04,0,1
11045,Padworth College,Tier 2,Free,Free,,0.0,0.0,80,2
11046,Emma Campbell,NIL,Nil,Nil,,0.0,0.0,0,1
11048,ActionCOACH Poole,NIL,Nil,Nil,,0.0,1.88,0,1
11050,COACH BOOKINGS TO PERRY BARR,NIL,Nil,Nil,,0.0,9.21,0,1
11051,The Oundle Society,Tier 4,Tier 5,Tier 5,83.45,20.96,20.96,856,2
11052,Anica Rashid Events,NIL,Nil,Nil,,0.0,0.75,0,1
11055,Lower Plumpton Farm,Tier 3,Tier 5,Tier 5,91.5,9.38,9.38,240,2
11060,Laura Wallace Prints Ltd,NIL,Nil,Nil,,0.0,127.75,0,1
11064,Mendip Green PTA,Tier 3,Tier 5,Tier 5,57.87,45.12,228.48,136,3
11067,Clenchwarton Community Foundation Trust,Tier 1,Free,Free,,0.0,18.11,20,2
11075,Scott - fundraiser,NIL,Nil,Nil,,0.0,24.0,0,1
11081,PCC of Abbotts Ann,NIL,Nil,Nil,,0.0,4.38,0,1
11082,The Self Care Summit,NIL,Nil,Nil,,0.0,18.04,0,1
11083,Tracey H-J,NIL,Nil,Nil,,0.0,0.0,0,1
11085,Palace Thieves,NIL,Nil,Nil,,0.0,7.0,0,1
1109,Coopers Edge School,NIL,Nil,Nil,,0.0,0.0,0,1
11090,UN ŒUF PRODUCTIONS,Tier 3,Tier 5,Tier 5,51.41,71.51,237.59,127,3
11092,Kitty A,NIL,Nil,Nil,,0.0,10.5,0,1
11096,Southwick Revival,Key Account,Tier 2,Tier 2,4.93,3545.67,9258.42,4703,3
11098,Brambletye School,Tier 2,Free,Free,,0.0,0.0,60,3
11114,Stirling University Choir,Tier 1,Tier 5,Tier 5,83.22,13.17,33.08,29,3
11118,Fun Village Funfair,NIL,Nil,Nil,,0.0,2.25,0,1
11122,Colden Common School Association,NIL,Nil,Nil,,0.0,0.0,0,1
11131,Syeda Nudrat,NIL,Nil,Nil,,0.0,0.0,0,1
11134,Preston Root Connections Networking,NIL,Nil,Nil,,0.0,2.5,0,1
11136,Trinity Church Scarborough,NIL,Nil,Nil,,0.0,7.97,0,1
11137,Kidanza Dance School,NIL,Nil,Nil,,0.0,719.13,0,1
11138,Babylon Eco Centre,Tier 4,Tier 3,Tier 3,19.03,682.92,682.92,386,3
11139,FOLS,Tier 4,Tier 4,Tier 4,29.79,241.49,532.94,598,3
11141,Cumbria Deaf Association,NIL,Nil,Nil,,35.42,536.0,8,2
11144,Ikigai Adventures Three Peaks,Tier 3,Tier 4,Tier 4,35.34,149.0,582.05,52,3
11149,Malvern St James,Tier 3,Tier 5,Tier 5,54.68,101.62,101.62,399,2
1115,All Things Being Equal,NIL,Nil,Nil,,0.0,24.42,0,3
11151,Habs Art Dept,NIL,Nil,Nil,,0.0,0.0,0,1
11156,Kellie Dobson,NIL,Nil,Nil,,0.0,0.65,0,1
11158,Bisterne Farms,NIL,Nil,Nil,,0.0,0.0,0,1
1116,intSchools,NIL,Nil,Nil,,0.0,0.0,0,2
11164,Lee Dancy,NIL,Nil,Nil,,2.0,15.5,6,2
11166,Bradford Theatre,NIL,Nil,Nil,,0.0,0.0,0,1
11172,ILH,NIL,Nil,Nil,,0.0,0.0,0,1
11178,Eccleshall Tennis Club,NIL,Nil,Nil,,0.0,25.0,0,1
11179,Suffolk Home Ed Trips,NIL,Nil,Nil,,0.0,0.0,0,1
1118,UW Team Events,NIL,Nil,Nil,,0.0,339.72,0,2
11181,Winterfields,NIL,Nil,Nil,,0.0,0.0,0,1
11184,MyaMorgan,NIL,Nil,Nil,,0.0,1.88,0,1
11186,AliceMarraMusic,Tier 3,Tier 5,Tier 5,59.24,50.38,152.42,154,3
11188,Romulus Singers,Tier 2,Tier 5,Tier 5,66.49,38.04,95.5,54,3
1119,GLSW Booking,NIL,Nil,Nil,,0.0,454.54,0,3
11191,PTFA OAP,NIL,Nil,Nil,,0.0,11.67,0,1
11192,Cumberland Farms,Tier 3,Free,Free,,0.0,0.0,296,2
11193,Kieran,NIL,Nil,Nil,,0.0,0.0,0,1
11194,Clinical Education,NIL,Nil,Nil,,0.0,0.0,0,1
11195,Park View School,Tier 4,Tier 3,Tier 3,17.73,540.25,1087.71,1146,3
11196,W&amp;F Events,Tier 4,Free,Free,,0.0,0.0,1329,3
11198,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
112,Nick Mills,NIL,Nil,Nil,,0.0,105.42,0,4
11202,Young Art Oxford,NIL,Nil,Nil,,0.0,0.0,0,1
11203,Winchester College Heritage,Key Account,Tier 2,Tier 2,5.42,2885.88,7149.46,3942,3
11205,St Mary's Music,Tier 4,Tier 3,Tier 3,15.21,764.52,1181.38,841,3
11209,Aerial Festival,NIL,Nil,Nil,,0.0,302.54,0,1
11212,Concert Theatre Works,NIL,Nil,Nil,,0.0,1347.44,0,1
11215,East Lothian Coast & Lammermuir SNP,Tier 2,Tier 5,Tier 5,60.48,63.88,87.25,66,3
11218,RSPSoc,NIL,Nil,Nil,,0.0,3.33,0,1
11219,The Taureans,NIL,Nil,Nil,,0.0,8.67,0,1
11222,Helen Tebay,Tier 1,Tier 5,Tier 5,89.83,15.71,15.71,29,1
11224,Ambleside AC Juniors,NIL,Nil,Nil,,0.0,0.0,0,1
11226,Yewdale Community Centre,Tier 4,Tier 4,Tier 4,29.31,254.19,506.25,286,3
1123,LHM Fundraiser,NIL,Nil,Nil,,0.0,6.5,0,2
11232,Kelvinside Academy,NIL,Nil,Nil,,0.0,750.46,0,1
11233,Peace of Green CIC,Tier 4,Tier 5,Tier 5,81.2,15.48,39.65,628,3
11235,Great Corby Village Association,Tier 3,Tier 5,Tier 5,51.71,71.54,227.24,109,3
11237,David Mitchell,Tier 4,Free,Free,,0.0,0.0,927,2
11238,MAP Abergavenny,NIL,Nil,Nil,,0.0,26.0,0,1
11239,Tribe Events Ulverston,Tier 4,Tier 4,Tier 4,30.12,278.54,525.04,146,2
11242,Natural Kendal,NIL,Nil,Nil,,0.0,0.0,0,1
11246,Irvine Burns Club,Tier 3,Free,Free,,0.0,0.0,175,3
11247,Mayflower Archers,Tier 4,Tier 4,Tier 4,36.05,190.21,307.67,569,3
11251,Prom2k24,NIL,Nil,Nil,,0.0,73.62,0,1
11253,NDSSG Dance Warriors,Tier 2,Tier 5,Tier 5,68.04,28.83,114.66,95,3
11255,T. Knight,Tier 4,Tier 5,Tier 5,83.77,8.25,44.71,515,3
11256,KLTIC,Tier 2,Tier 5,Tier 5,80.84,20.2,39.32,38,2
11259,Customer Love,NIL,Nil,Nil,,0.0,0.0,0,1
11261,Friends of Hellingly Church,Tier 2,Tier 5,Tier 5,77.15,15.75,97.29,21,2
11263,Careers Ideas Ltd,NIL,Nil,Nil,,0.0,0.0,0,1
11265,Kate Armstrong,NIL,Nil,Nil,,0.0,0.0,0,1
11266,Chloe Doherty,NIL,Nil,Nil,,0.0,0.0,0,1
11268,Cambridgeafrica,Tier 1,Free,Free,,0.0,0.0,16,2
11270,We Are Grow,Tier 4,Tier 5,Tier 4,51.88,79.57,177.73,1526,3
11272,HBCyouth,NIL,Nil,Nil,,0.0,0.0,0,1
11279,University of Bristol Alumni Events,NIL,Nil,Nil,,0.0,0.0,0,1
1128,Note Weavers,NIL,Nil,Nil,,0.0,0.79,0,3
11281,Chorley Communities,Tier 1,Free,Free,,0.0,0.0,15,1
11284,University of Bristol Alumni Events,Tier 3,Free,Free,,0.0,0.0,301,3
1129,Sedbergh Hart Lupton Ball,NIL,Nil,Nil,,0.0,243.67,0,1
11291,Tiso Group Ltd,NIL,Nil,Nil,,0.0,20.33,0,1
11293,Sedbergh Booktown Literary Trust,Tier 3,Tier 4,Tier 4,36.58,209.79,328.0,136,2
11294,Michal Kaznowski Memorial Concert,NIL,Nil,Nil,,0.0,0.0,0,1
11296,Crest Hotels Group,Tier 4,Tier 3,Tier 3,24.13,381.87,601.85,306,3
11297,ActionCOACH Basingstoke,NIL,Nil,Nil,,0.0,0.0,0,1
11299,LVS Ascot,Tier 4,Tier 3,Tier 3,19.04,587.22,1137.92,448,2
113,Alan Frank,NIL,Nil,Nil,,0.0,13.75,0,1
1130,Donacloney Events Team,NIL,Nil,Nil,,0.0,3.78,0,1
11300,VWCUK,NIL,Nil,Nil,,0.0,75.21,0,1
11304,Lancaster Walks,Tier 1,Tier 5,Tier 5,90.09,8.25,8.25,12,3
11305,George Lewis Tickets,NIL,Nil,Nil,,0.0,22.56,0,1
11306,Headway Salford,Tier 3,Tier 4,Tier 4,32.03,205.58,496.71,158,3
11309,Accrington Root Connections Networking,NIL,Nil,Nil,,0.0,8.83,0,1
11311,Chaophraya Newcastle,NIL,Nil,Nil,,0.0,0.0,0,1
11314,Jukebox Band,NIL,Nil,Nil,,0.0,0.0,0,1
11315,Eben Hartley,NIL,Nil,Nil,,0.0,0.0,0,2
11316,Jasleen Kaur,NIL,Nil,Nil,,0.0,0.0,0,1
1132,Tracy Heatley Limited,NIL,Nil,Nil,,0.0,124.17,0,3
11322,Ashcombe School,Tier 3,Free,Free,,0.0,0.0,198,2
11323,University of Strathclyde Law Clinic,NIL,Nil,Nil,,0.0,0.0,0,1
11324,Samuel Aiyelaagbe,NIL,Nil,Nil,,0.0,0.0,0,1
11326,The View Bar and Bistro,NIL,Nil,Nil,,0.0,4.92,0,1
11327,Vedic Society Hindu Temple,NIL,Nil,Nil,,0.0,0.0,0,2
11328,Crystal Care Solutions,Tier 4,Free,Free,,0.0,0.0,558,3
11329,Ewen Estill,NIL,Nil,Nil,,0.0,144.83,0,1
1133,anitatestuk,NIL,Nil,Nil,,0.0,0.0,0,1
11331,Miss Harris,NIL,Nil,Nil,,0.0,0.0,0,1
11333,Hannah Sandu Musician,Tier 3,Tier 4,Tier 4,39.89,156.79,259.52,268,3
11334,Event Team,NIL,Nil,Nil,,0.0,6.25,0,1
11335,Susan Finklaire,NIL,Nil,Nil,,0.0,0.0,0,1
11337,Tarbreoch Dairy,Tier 2,Free,Free,,0.0,0.0,113,2
11344,Upper Wharfedale Primary Federation,Tier 3,Tier 5,Tier 4,51.61,88.86,187.75,205,2
11347,PollyFergie,NIL,Nil,Nil,,0.0,0.0,0,1
11348,St Francis RC,Tier 4,Free,Free,,0.0,0.0,556,2
11349,Sutton Grammar School,NIL,Nil,Nil,,0.0,0.0,0,1
1135,IBSZ,NIL,Nil,Nil,,0.0,0.0,0,1
11351,PartnersHealth,NIL,Nil,Nil,,0.0,0.0,0,1
11352,The Great Wine Co,Tier 4,Tier 3,Tier 3,13.66,729.08,1844.47,602,3
11355,StJohnsWorkington,NIL,Nil,Nil,,0.0,9.21,0,1
11358,Shenanigans Banned,NIL,Nil,Nil,,0.0,0.0,0,1
11359,Dr Philip Collins,NIL,Nil,Nil,,0.0,0.0,0,1
1136,Halton Mill,Tier 4,Tier 4,Tier 4,33.81,85.54,1655.1,193,8
11369,Willow Grove Primary School,Tier 4,Tier 5,Tier 5,89.4,9.63,9.63,507,3
11370,Clare Taylor,Tier 1,Tier 5,Tier 5,91.29,13.5,13.5,18,1
11372,Ulverston Golf Club Services Ltd,NIL,Nil,Nil,,0.0,89.87,0,2
11373,Account Deleted,NIL,Nil,Nil,,0.0,0.0,0,1
11375,Friends of Bealings School,NIL,Nil,Nil,,0.0,49.43,0,1
11378,Star Stage and Screen Hub,Tier 4,Tier 4,Tier 4,31.69,250.97,492.97,364,2
11382,Bethany School,Tier 4,Tier 3,Tier 3,20.97,452.52,800.72,1145,3
11383,Helen Mee,NIL,Nil,Nil,,0.0,0.0,0,1
11385,Colchester Oyster Fishery,NIL,Nil,Nil,,0.0,0.0,0,1
11388,Friends Of John Stainer PTA,NIL,Nil,Nil,,0.0,0.0,0,1
1139,Marie Curie North of England,Tier 2,Tier 5,Tier 5,61.44,40.62,121.81,75,5
11394,Bolder Academy,Tier 4,Free,Free,,0.0,0.0,1112,3
